text,labels
과대망상에 빠진,Sadness
과도하게,Sadness
과로,Sadness
과로 따위가,Sadness
과로 따위로,Sadness
과로로,Sadness
과식을,Sadness
과식을 하거나,Sadness
과음,Anger
과음하거나,Sadness
과장되다,Anger
과장되어,Sadness
과장된,Anger
과체중,Anger
과하다,Sadness
관계가 끊어지거나,Sadness
관계가 끊어지는,Sadness
관계가 끊어지다,Sadness
관계가 맺어지다,Happiness
관계를 끊다,Sadness
관계를 맺다,Happiness
관계없는,Sadness
관계없는 행동을,Sadness
관광할 만한,Happiness
관능적이다,Happiness
관람객이 줄어들다,Sadness
관심병,Sadness
관심을 가지지 아니하고,Sadness
관심을 가짐,Happiness
관심을 기울이다,Happiness
관심이 있다,Happiness
관심이나,Happiness
관심이나 좋아하는,Love
관심이나 흥미,Happiness
관절염,Anger
관절이 저리고,Sadness
관철하려고 다투는,Sadness
괄시,Anger
괄시하다,Anger
광견병을,Sadness
광명이,Love
광탈,Sadness
괘씸하고,Sadness
괘씸하고 얄미운,Anger
괘씸하고 얄밉다,Anger
괘씸한,Anger
괘씸한 데가,Anger
괜찮거나,Happiness
괜찮고,Happiness
괜찮다,Happiness
괜한 트집을,Sadness
괜히 트집을,Sadness
괴로운,Anger
괴로운 느낌,Anger
괴로운 느낌을,Anger
괴로운 모양,Anger
괴로운 상태가,Anger
괴로운 상태로,Anger
괴로운 상태에,Anger
괴로울,Anger
괴로울 때에,Anger
괴로움,Anger
괴로움과,Anger
괴로움과 아픔,Anger
괴로움을,Anger
괴로움을 가져오며,Anger
괴로움을 느끼다,Anger
괴로움을 없애,Happiness
괴로움이나,Anger
괴로워,Anger
괴로워하는,Anger
괴로워하는 모양이나,Anger
괴로워하다,Anger
괴로워하며,Anger
괴롭거나,Anger
괴롭거나 성가시다,Anger
괴롭게,Anger
괴롭게 내는,Anger
괴롭게 되다,Anger
괴롭게 소리를,Anger
괴롭게 여기다,Anger
괴롭고,Anger
괴롭고 귀찮게,Anger
괴롭고 귀찮다,Anger
괴롭고 아픈,Anger
괴롭다,Anger
괴롭지 아니하여,Happiness
괴롭히거나,Anger
괴롭히거나 못살게,Anger
괴롭히는,Anger
괴롭히는 일,Anger
괴롭히는 짓을,Anger
괴롭히다,Anger
괴멸,Anger
괴멸되다,Anger
괴멸하다,Anger
괴물,Sadness
괴사가,Anger
괴사가 일어난,Anger
괴상하고,Anger
괴상한,Anger
괴상한 데가,Anger
괴상한 일,Anger
괴상한 일이,Sadness
괴이쩍게,Sadness
괴이쩍게 생각하다,Sadness
괴이하게,Anger
괴이하게 여기다,Anger
굉장하게,Love
굉장하다,Love
교관하다,Neutral
교도소에 수감된,Sadness
교리에 밝고,Love
교만하게,Sadness
교만하게 굶,Sadness
교만하고,Sadness
교만하다,Sadness
교만하여,Sadness
교만함,Sadness
교모하게 괴롭히거나,Sadness
교묘하게,Happiness
교묘하고,Sadness
교묘하다,Sadness
교묘히 넘기는,Sadness
교양,Happiness
교양과,Happiness
교양이 없고,Sadness
교양이 없다,Sadness
교양이 있다,Happiness
교양이 있어,Happiness
교육적인,Happiness
교제를 끊어,Sadness
교통을 허락하다,Happiness
교통이 허락되다,Happiness
교화하고,Happiness
교활하고,Sadness
교활한,Sadness
교활한 무리들이,Sadness
교활한 수단을,Sadness
교활한 수단이나,Sadness
교훈,Happiness
구경하며 즐기다,Happiness
구구함이나 연연함이 없다,Happiness
구김살 없이,Happiness
구김살이 없다,Happiness
구김살이 없이,Happiness
구두쇠처럼,Sadness
구리게,Sadness
구박하거나,Sadness
구성지고,Happiness
구속하다,Sadness
구속함,Sadness
구슬퍼질,Sadness
구슬퍼질 정도로,Sadness
구슬프고,Sadness
구슬프고 쓸쓸한,Anger
구슬프다,Sadness
구슬피,Sadness
구역날,Anger
구역날 듯하다,Anger
구역이 나려는,Anger
구역질,Anger
구역질나는,Anger
구역질나다,Anger
구역질을,Anger
구역질을 하는,Anger
구역질이,Anger
구역질이 나는,Anger
구역질이 나다,Anger
구역질이 나서,Anger
구역질하다,Anger
구원하다,Happiness
구원한,Happiness
구원한 일,Happiness
구제함,Happiness
구차스러운,Anger
구차스러운 짓을,Anger
구차스럽게,Anger
구차스럽게 구는,Anger
구차스럽게 굴다,Anger
구차하여,Anger
구차하지 않다,Happiness
구토,Sadness
구토 증세가,Sadness
구토를,Sadness
구토를 일으키거나,Sadness
국내의 반란,Sadness
군살이 처지도록,Sadness
군색함,Sadness
군소리 없이,Happiness
군소리를,Sadness
군소리를 내다,Sadness
군소리를 하는,Sadness
군소리를 하다,Sadness
굳게,Happiness
굳게 맹세하다,Happiness
굳게 믿다,Happiness
굳고 행실이,Happiness
굳세거나,Love
굳세게,Love
굳세게 함,Love
굳세고,Love
굳세고 야무지다,Love
굳세다,Love
굳센 기상이,Love
굳어지다,Sadness
굳은,Neutral
굳은 상태로,Neutral
굳지 못하고,Sadness
굳지 못하여,Sadness
굴복시킴,Sadness
굴복하지 않고,Happiness
굴욕,Anger
굴욕감,Anger
굴욕을,Anger
굴욕을 당하거나,Anger
굴욕을 당하여,Anger
굴욕적,Anger
굵고 시원시원한,Love
굶는,Sadness
굶는 모양,Sadness
굶다,Sadness
굶주려서,Sadness
굶주리고,Sadness
굶주리다,Sadness
굶주린,Sadness
굶주린 백성을,Sadness
굼드게 먹는,Sadness
굼뜨게,Sadness
굼뜨게 먹다,Sadness
굼뜨게 움직이는,Sadness
굼뜨게 움직이다,Sadness
굼뜨게 하다,Sadness
굼뜨게 행동하는,Sadness
굼뜨게 행동하다,Sadness
굼뜨고,Sadness
굼뜨고 거추장스럽게,Anger
굼뜨고 게으르게,Anger
굼뜨고 좀스럽게,Anger
굼뜨다,Sadness
굽신,Anger
굽신거리다,Anger
굽신굽신,Anger
굽신굽신하다,Anger
굽신대다,Anger
굽신하다,Anger
굽실,Anger
굽실거리다,Anger
굽실굽실,Anger
굽실굽실하다,Anger
굽실대다,Anger
굽실하다,Anger
굽혀서 산다는,Anger
굽히지 아니하고,Happiness
굽히지 않는,Neutral
궁상스러운,Anger
궁상스러운 모양,Anger
궁상스럽다,Anger
궁색하게,Anger
궁색하다,Anger
궁색하여,Anger
궁핍하다,Anger
궁핍히,Anger
궁하고,Anger
궁하다,Anger
궂게,Sadness
궂다,Sadness
권리를 없애거나,Sadness
권리를 침해한,Sadness
권세를 꺾다,Neutral
권세를 마음대로,Sadness
권태,Sadness
권태감,Sadness
권태기,Sadness
권태로이,Sadness
권태롭다,Sadness
권태를,Sadness
권태를 느끼는,Sadness
궐기할,Happiness
궐기할 것을,Happiness
귀머거리,Sadness
귀먹은,Sadness
귀양을 보내던,Anger
귀양이 보내어지다,Anger
귀에 즐거움과,Love
귀여운,Love
귀여운 느낌이,Love
귀여운 데가,Love
귀여워하거나,Love
귀여워하거나 즐김,Love
귀여워하다,Love
귀여워할,Love
귀여워할 때,Love
귀염성,Love
귀염성스럽다,Love
귀염성스레,Love
귀염을,Love
귀염을 받는,Happiness
귀염을 받을,Love
귀염을 받지 못할,Sadness
귀엽게,Love
귀엽게 걷는,Love
귀엽게 걷다,Love
귀엽게 기울어지는,Love
귀엽게 기울어지다,Love
귀엽게 놀리며,Love
귀엽게 떠서,Love
귀엽게 여기다,Love
귀엽게 움직이는,Love
귀엽게 움직이다,Love
귀엽게 움직이며,Love
귀엽게 웃는,Love
귀엽게 웃다,Love
귀엽게 이르는,Love
귀엽게 흔들리는,Love
귀엽게 흔들리다,Love
귀엽고,Love
귀엽고 보드랍게,Love
귀엽고 탐스러운,Love
귀엽고 탐스럽다,Love
귀엽고 환하게,Love
귀엽다,Love
귀엽도록,Love
귀엽도록 보드랍고,Love
귀요미,Love
귀중하게,Love
귀중하다,Love
귀중한,Love
귀중한 보배,Love
귀중한 자원이라는,Love
귀중히,Love
귀중히 여기는,Love
귀중히 여기다,Love
귀차니즘,Sadness
귀찮거나,Sadness
귀찮게,Sadness
귀찮게 구는,Sadness
귀찮게 굴다,Sadness
귀찮게 씹히는,Sadness
귀찮게 씹히다,Sadness
귀찮게 하는,Sadness
귀찮게 하다,Sadness
귀찮게 하여,Sadness
귀찮고,Sadness
귀찮고 성가시다,Anger
귀찮다,Sadness
귀찮아하도록,Sadness
귀찮아하도록 성가시게,Anger
귀찮으면서도,Sadness
귀찮은,Anger
귀찮을,Sadness
귀찮을 때,Sadness
귀찮을 정도로,Sadness
귀찮음,Sadness
귀하게,Love
귀하게 되어,Happiness
귀하게 될,Happiness
귀하고,Love
귀하고 값진,Love
귀하고 중요하게,Love
귀하고 중요하다,Love
귀하다,Love
귀하며,Love
귀한,Love
규모가 크고,Happiness
규범을 어기면서,Sadness
규칙을 어겨,Sadness
균의,Sadness
균의 침입으로,Sadness
균형을 잃거나,Sadness
그 감동,Love
그 긍지,Love
그 방정,Sadness
그 범죄를,Sadness
그 사랑,Love
그 시체를,Sadness
그 실수,Sadness
그 질병,Sadness
그 한숨,Sadness
그 형벌에,Sadness
그대로 설사하는,Anger
그대로 힘없이,Sadness
그득한 병,Sadness
그러하다,Happiness
그런 근심,Sadness
그런 비판,Sadness
그럴듯하게 대강,Sadness
그럴듯하게 대충,Sadness
그럴듯하다,Happiness
그럴싸하다,Happiness
그렇게 되리라는,Happiness
그렇게 애도함,Sadness
그렇게 인정받는,Happiness
그르게 되거나,Sadness
그르치다,Sadness
그른,Anger
그른 짓을,Anger
그릇되거나,Anger
그릇되게,Anger
그릇되게 하는,Anger
그릇되게 하다,Anger
그릇되다,Anger
그릇된,Anger
그릇된 방향으로,Anger
그릇된 일을,Anger
그릇된 짓을,Anger
그릇된 행동,Sadness
그릇된 행동을,Sadness
그리운,Happiness
그리운 마음이,Happiness
그리움,Happiness
그리웁다,Happiness
그리워지다,Happiness
그리워하거나,Happiness
그리워하거나 좋아하는,Happiness
그리워하거나 좋아하다,Happiness
그리워하다,Happiness
그리워함,Happiness
그린라이트,Love
그립다,Happiness
그만두게,Sadness
그만두게 되거나,Sadness
그만두게 하다,Sadness
그만두다,Sadness
그만두어,Sadness
그만두어 버리다,Sadness
그만두어 버림,Sadness
그와 이별하다,Anger
그윽하고,Happiness
그윽하고 평온하다,Happiness
극락,Happiness
극복하고,Happiness
극복하다,Happiness
극성맞게,Sadness
극성맞다,Sadness
극진하게,Love
극진하다,Love
극진한 데가,Love
극혐,Anger
근거가 없고,Sadness
근본에 맞는,Happiness
근사하다,Love
근심,Sadness
근심 따위로,Sadness
근심 없이,Love
근심과,Sadness
근심과 걱정으로,Sadness
근심스럽거나,Sadness
근심스럽거나 답답하여,Sadness
근심스럽고,Sadness
근심에 잠겨서,Sadness
근심으로,Sadness
근심이,Sadness
근심이 있어,Sadness
근심이나,Sadness
근심이나 걱정,Sadness
근심이나 걱정이,Anger
근심이나 걱정이 없고,Love
근심이나 병,Sadness
근심이나 설움으로,Sadness
근심하거나,Sadness
근심하거나 안타까워,Anger
근심하고,Sadness
근심하는,Sadness
근심하는 데가,Sadness
근심하다,Sadness
근심하며,Sadness
근심하며 분하게,Sadness
근심함,Sadness
근심함을,Sadness
근심함을 이르는,Sadness
근지럽고,Sadness
근질근질 가려운,Sadness
근질근질하다,Sadness
근하다,Love
긁어,Neutral
긁어 상처를,Sadness
금고를 깨뜨리다,Sadness
금사빠,Sadness
금지되다,Anger
금지된 물건을,Anger
금지하는 말과,Anger
금지하려,Anger
금지하려 할,Anger
금지함,Anger
급성 염증,Anger
급성 위장염의,Anger
급작스럽게 화를,Anger
급하게,Sadness
급하게 몰아쉬는,Sadness
급하게 쉬는,Sadness
급하고,Sadness
급하고 거세다,Sadness
급하고 변덕스러워,Sadness
급하다,Sadness
급한 처지에,Sadness
긍가하다,Love
긍정,Happiness
긍정적,Happiness
긍정적으로,Love
긍정적으로 강조하는,Love
긍정적이고,Love
긍정적이고 좋다,Love
긍정적인,Love
긍정적인 범위에,Love
긍정적인 태도,Love
긍정적인 효과를,Love
긍정하는,Love
긍정하는 뜻으로,Love
긍정할,Love
긍정할 때,Love
긍정할 때에,Love
긍지,Love
긍지를,Love
긍지를 가지는,Love
긍지를 가짐,Love
기가 눌려,Sadness
기가 막혀,Sadness
기가 막히거나,Sadness
기가 미련이,Sadness
기가 부족하며,Sadness
기가 어색하고,Sadness
기관지염,Sadness
기능 장애로,Anger
기능을 상실한,Sadness
기능을 잃고,Sadness
기능이 약하여진,Sadness
기능이 허약하여,Sadness
기다리지 못하고,Sadness
기대,Happiness
기대 이상으로,Love
기대 이상이다,Love
기대가,Happiness
기대가 가득하다,Happiness
기대되는,Love
기대된다,Happiness
기대를 받다,Happiness
기대에 어그러져,Sadness
기대하다,Happiness
기대할 만한,Love
기둥처럼 든든히,Love
기량이 부족하여,Sadness
기력이 쇠약한,Sadness
기력이 쇠약해지는,Sadness
기력이 약하여,Sadness
기력이 약하여지는,Sadness
기력이 허약하여,Sadness
기를 꺾다,Sadness
기를 꺾음,Sadness
기름기가 많다,Sadness
기름진 땅,Happiness
기리어,Happiness
기막히다,Happiness
기만하다,Anger
기모띠,Happiness
기미하다,Love
기반이 튼튼하게,Happiness
기반이 튼튼하다,Happiness
기부하다,Happiness
기분 나쁠,Anger
기분 좋은,Love
기분을 나쁘게,Anger
기분이 나쁘거나,Anger
기분이 상하다,Anger
기분이 좋게,Love
기분이 좋다,Love
기분이 좋은,Love
기분이 좋을,Love
기뻐,Love
기뻐서,Love
기뻐서 웃는,Love
기뻐하고,Love
기뻐하고 즐거워하다,Love
기뻐하고 즐거워한다는,Love
기뻐하고 즐거워함,Love
기뻐하는,Love
기뻐하다,Love
기뻐함과,Love
기뻐함과 즐거워함,Love
기쁘거나,Love
기쁘거나 만족스럽거나,Love
기쁘거나 즐거운,Love
기쁘거나 흥분하여,Love
기쁘게,Love
기쁘게 여기다,Love
기쁘고,Love
기쁘고 만족스럽다,Love
기쁘다,Love
기쁜,Love
기쁜 마음,Love
기쁜 마음으로,Love
기쁜 마음을,Love
기쁜 빛,Love
기쁜 빛을,Love
기쁜 일이,Love
기쁨,Love
기쁨과,Love
기쁨과 즐거움,Love
기쁨을,Love
기쁨을 느끼는,Love
기쁨을 느끼다,Love
기쁨을 느끼어,Love
기쁨을 담은,Love
기쁨을 아는,Love
기쁨을 즐기다,Love
기쁨이나,Love
기쁨이나 감격이,Love
기상이 뛰어난,Love
기세 좋게,Love
기세가 꺾이고,Sadness
기세가 약해지다,Sadness
기세가 좋은,Love
기억이 희미해져서,Sadness
기예에 통달하여,Happiness
기운 없이,Anger
기운을 쓰는,Sadness
기운을 잃고,Sadness
기운이 꺾이다,Sadness
기운이 꺾임,Sadness
기운이 다하여,Anger
기운이 막히다,Sadness
기운이 막힘,Sadness
기운이 못 펴지게,Sadness
기운이 빠져,Anger
기운이 빠져서,Anger
기운이 쇠약하여,Anger
기운이 없거나,Anger
기운이 없고,Anger
기운이 없는,Anger
기운이 없다,Anger
기운이 없어,Anger
기운이 없어지고,Anger
기운이 없이,Anger
기운이나 의욕 따위가 없이,Anger
기운차게,Love
기운차게 솟구쳐,Love
기운차고,Love
기운차고 활기,Love
기운차다,Love
기울어지며 자꾸,Sadness
기일이 안타깝게,Sadness
기절하듯이,Anger
기절하듯이 쓰러지다,Anger
기절할,Anger
기절할 듯이,Anger
기죽다,Anger
기준보다 못하거나,Sadness
기준에 미치지 못하다,Sadness
기준에 어긋나,Anger
기침,Sadness
기침 소리를,Sadness
기침병을 앓아,Sadness
기침을,Sadness
기침을 심하게,Sadness
기침을 하다,Sadness
기침을 한다,Sadness
기침이,Sadness
기침이 나는,Sadness
기특하고,Love
기특하고 장하다,Love
기품이 있다,Love
기풍,Happiness
기피되어,Sadness
기피되어 따돌림을,Anger
기피하여,Sadness
기피하여 따돌리거나,Anger
기한까지 내지 못하고,Sadness
기형으로,Sadness
기회를 놓치거나,Sadness
기회주의적이고,Sadness
긴장되고,Sadness
긴장되다,Sadness
긴장을 해소하려,Happiness
긴장이나,Sadness
긴장하거나,Sadness
긴장하거나 힘을,Sadness
긴장하다,Sadness
긴장하여,Sadness
긴절하다,Neutral
긴절히,Neutral
길고 아름다워서,Love
길막,Sadness
길미,Happiness
길을 찾아내다,Happiness
길이 막막하게,Anger
길이 막막하다,Anger
길이 어둡거나,Sadness
깊고 중대한,Happiness
깊은 맛이,Love
깊은 맛이 있게,Love
깊은 은혜,Love
깊은 은혜와,Love
깊은 이치나,Happiness
깊이 감복하여,Love
깊이 근심함,Anger
깊이 기억하다,Love
깊이 따르다,Love
깊이 따름,Love
깊이 사귐,Love
깊이 사모함,Love
깊이 슬퍼하다,Anger
깊이 슬퍼함,Anger
깊이 있고,Happiness
깊이가 없고,Sadness
깊지 아니하거나,Sadness
깊지 아니하고,Sadness
ㄲ,Sadness
ㄲㅂ,Sadness
ㄲㅈ,Sadness
까꾸러트리다,Sadness
